1273590527545 0.14982383 7.8589406 4.5219555
1273590527629 0.42223078 7.668256 4.2904096
1273590527688 1.3756552 8.281172 4.671779
1273590527764 1.607201 8.390134 3.5276701
1273590527894 0.6946377 8.580819 4.7535014
1273590527959 -0.9942854 7.7772183 4.671779
1273590528016 -2.5333846 7.205164 4.7126403
1273590528074 -3.5957718 6.851035 4.9850473
1273590528144 -4.671779 6.3198414 5.053149
1273590528233 -2.070293 7.246025 4.671779
1273590528324 0.42223078 8.349273 4.0180025
1273590528425 1.7978859 8.580819 3.7864566
1273590528513 0.84446156 8.580819 4.0588636
1273590528604 -0.19068487 7.9270425 4.0180025
1273590528704 -1.5390993 7.6954966 4.7126403
1273590528793 -2.3699405 7.43671 4.8216033
1273590528885 -1.3075534 7.7363577 4.372132
1273590528984 -0.23154591 8.158588 4.0180025
1273590529084 1.1849703 8.471856 4.2495484
1273590529184 0.14982383 8.117727 4.399372
1273590529284 -1.334794 7.7363577 4.671779
1273590529384 -2.8330324 7.1234417 4.944186
1273590529484 -1.56634 7.6954966 4.5628166
1273590529585 0.14982383 8.390134 4.2904096
1273590529684 0.14982383 8.349273 4.2495484
1273590529784 -0.61291564 7.9679036 4.140586
1273590529885 -0.3405087 8.117727 4.0588636
1273590529984 -0.38136974 8.076866 4.140586
1273590530084 -0.46309182 8.049625 4.0588636
1273590530184 -0.27240697 8.390134 4.5900574
1273590530284 -0.46309182 8.008764 4.2495484
1273590530385 -0.38136974 8.049625 4.2904096
1273590530484 -0.42223078 8.076866 4.3312707
1273590530584 -0.46309182 8.049625 4.2495484
1273590530684 -0.46309182 8.049625 4.372132
1273590530784 -0.50395286 8.049625 4.372132
1273590530872 -0.42223078 8.049625 4.3312707
1273590530979 -0.313268 8.076866 4.5628166
1273590531057 -0.50395286 7.9679036 4.1814466
1273590531137 -0.42223078 8.117727 4.5219555
1273590531256 -0.38136974 8.19945 5.175732
1273590531356 -0.14982383 8.049625 4.630918
1273590531433 -0.46309182 7.8861814 3.6774938
